source,split,row_id,original_smiles,original_Y,keep_candidate,drop_reason,b3db_smiles,b3db_Y,b3db_group,b3db_row_nos,b3db_compound_names
nonisomeric_exact_high_conf,train,train:676,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0,True,,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@H](O)C[C@H](O)CC(=O)O)[C@@H]21,0,B,B3DB_classification:3131|B3DB_classification:4345,nan ; cp107
nonisomeric_exact_high_conf,train,train:685,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,1,True,,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(C[C@@H]2CC=CCC2)CC1,1,B,B3DB_classification:3110,unii-w133552kfe
nonisomeric_salt_high_conf,train,train:695,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.O,1,True,,CCN1CCN(C(=O)N[C@H](C(=O)NC2C(=O)N3[C@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,0,B,B3DB_classification:3084|B3DB_classification:4412,nan ; piperacillin
nonisomeric_exact_high_conf,train,train:701,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1,True,,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1,B,B3DB_classification:3231,"eszopiclone, lunesta"
nonisomeric_salt_high_conf,train,train:749,Cc1ccccc1C(OCCN(C)C)c1ccccc1,1,False,no_unique_high_conf_b3db_match,,,,,
nonisomeric_salt_high_conf,train,train:755,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1,False,no_unique_high_conf_b3db_match,,,,,
nonisomeric_exact_high_conf,train,train:788,CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0,True,,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1,A,B3DB_classification:681|B3DB_classification:682|B3DB_classification:683|B3DB_classification:3254,scopolamine ; scopolamide (scopolamine) ; scopolamine ; scopolamine
nonisomeric_exact_high_conf,train,train:866,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,True,,CCC[C@H]1O[C@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)C2(C(=O)CO)O1,1,B,B3DB_classification:3057|B3DB_classification:3058,nan ; nan
nonisomeric_exact_high_conf,train,train:886,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,0,True,,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,0,B,B3DB_classification:1952|B3DB_classification:3329|B3DB_classification:4544,cefuzonam ; schembl4811952 ; cefuzonam
nonisomeric_exact_high_conf,train,train:889,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0,True,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,0,B,B3DB_classification:3338,(r)-nicardipine
nonisomeric_exact_high_conf,train,train:905,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,0,True,,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,0,B,B3DB_classification:1955|B3DB_classification:3315|B3DB_classification:3332|B3DB_classification:4548,82547-58-8 ; nan ; nan ; ceftetrame
nonisomeric_exact_high_conf,train,train:953,Cc1cccc(/C=N/N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,1,True,,Cc1cccc(/C=N\N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,1,B,B3DB_classification:2193|B3DB_classification:4588,ropizine ; ropizine
nonisomeric_exact_high_conf,train,train:959,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1,True,,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,1,B,B3DB_classification:3714,(s)-praziquantel
nonisomeric_exact_high_conf,train,train:973,CO/N=C(\C(=O)NC1C(=O)N(OCC(=O)O)[C@H]1C)c1csc(N)n1,0,True,,CO/N=C(/C(=O)NC1C(=O)N(OCC(=O)O)[C@H]1C)c1csc(N)n1,0,B,B3DB_classification:1943|B3DB_classification:3304|B3DB_classification:3320|B3DB_classification:4534,"oximonam ; schembl9781915 ; 2-[3-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-methyl-4-oxoazetidin-1-yl]oxyacetic acid ; oximonam"
nonisomeric_exact_high_conf,train,train:976,CO/N=C(\C(=O)N[C@@H]1C(=O)N(OCC(=O)OCC(=O)OC(C)(C)C)[C@H]1C)c1csc(N)n1,0,True,,CO/N=C(/C(=O)N[C@@H]1C(=O)N(OCC(=O)OCC(=O)OC(C)(C)C)[C@H]1C)c1csc(N)n1,0,B,B3DB_classification:1945|B3DB_classification:3305|B3DB_classification:3321|B3DB_classification:4535,gloximonam ; nan ; nan ; gloximonam
nonisomeric_exact_high_conf,train,train:977,NC(=O)OCC1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,True,,NC(=O)OCC1[C@H](NC(=O)/C(=N/OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,B,B3DB_classification:2296|B3DB_classification:3667|B3DB_classification:3668|B3DB_classification:4613,carumonam ; carumonam ; 87638-04-8 ; carumonam
nonisomeric_exact_high_conf,train,train:1067,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1,True,,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1,B,B3DB_classification:3535,ketoprofen
nonisomeric_salt_high_conf,train,train:1112,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC.O,1,True,,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,1,B,B3DB_classification:3405,cisapride
nonisomeric_exact_high_conf,train,train:1118,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,1,True,,CC[C@@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,1,B,B3DB_classification:3115,levotofisopam
nonisomeric_salt_high_conf,train,train:1235,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0,False,no_unique_high_conf_b3db_match,,,,,
nonisomeric_exact_high_conf,train,train:1299,NC1=NC(=O)C(c2ccccc2)O1,1,True,,NC1=NC(=O)[C@H](c2ccccc2)O1,1,B,B3DB_classification:3664,pemoline
nonisomeric_exact_high_conf,train,train:1305,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,1,True,,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)[C@@H](O)c3ccccc3)[C@@H]2SC1,0,B,B3DB_classification:3650|B3DB_classification:4606,nan ; 7-[(2-hydroxy-2-phenylacetyl)amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid
nonisomeric_exact_high_conf,train,train:1332,COCCCC(=O)OC(C)OC(=O)C1=C(COC(N)=O)CS[C@@H]2[C@H](NC(=O)/C(=N\OC)c3ccco3)C(=O)N12,0,True,,COCCCC(=O)OC(C)OC(=O)C1=C(COC(N)=O)CS[C@@H]2[C@H](NC(=O)/C(=N/OC)c3ccco3)C(=O)N12,0,B,B3DB_classification:1990|B3DB_classification:3373,cefuroxime-pivoxetil ; nan
nonisomeric_exact_high_conf,train,train:1333,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,0,True,,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1ccco1,0,B,B3DB_classification:1948|B3DB_classification:3308|B3DB_classification:3336|B3DB_classification:4539,39685-31-9 ; nan ; nan ; cefuracetime
nonisomeric_exact_high_conf,train,train:1335,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,0,True,,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,0,B,B3DB_classification:1957|B3DB_classification:3318|B3DB_classification:3334|B3DB_classification:4551,cefuroxime-axetil ; nan ; nan ; cefuroxime-axetil
nonisomeric_salt_high_conf,train,train:1350,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0,False,no_unique_high_conf_b3db_match,,,,,
nonisomeric_exact_high_conf,train,train:1372,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,True,,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2(O)C(=O)CO,1,A,B3DB_classification:158|B3DB_classification:2896|B3DB_classification:4272,prednisone ; nan ; fernisone
nonisomeric_exact_high_conf,train,train:1383,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0,True,,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,0,B,B3DB_classification:1986|B3DB_classification:3370|B3DB_classification:3372|B3DB_classification:4528,"schembl417203 ; nan ; (6s,7s)-7-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid ; cefdaloxime"
nonisomeric_exact_high_conf,train,train:1385,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0,True,,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0,B,B3DB_classification:1947|B3DB_classification:3324|B3DB_classification:3335|B3DB_classification:4536,cefetamet ; schembl6567051 ; cefetamet ; cefetamet
nonisomeric_exact_high_conf,train,train:1394,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0,True,,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,1,A,B3DB_classification:549|B3DB_classification:2917,testosterone ; nan
nonisomeric_exact_high_conf,train,train:1406,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,True,,CC12CCC(=O)C=C1CC[C@H]1[C@@H]3CCC(O)(C(=O)CO)C3(C)C[C@H](O)C12F,1,B,B3DB_classification:2920,nan
nonisomeric_salt_high_conf,valid,valid:0,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,0,False,no_unique_high_conf_b3db_match,,,,,
nonisomeric_exact_high_conf,valid,valid:20,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1,True,,CC12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)CC2(C)[C@H]1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1,B,B3DB_classification:2914,nan
nonisomeric_exact_high_conf,valid,valid:43,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,True,,CO[C@H]1/C=C/OC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@H]1C,0,B,B3DB_classification:3391,nan
nonisomeric_salt_high_conf,valid,valid:61,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1,False,no_unique_high_conf_b3db_match,,,,,
nonisomeric_exact_high_conf,valid,valid:65,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,1,True,,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]21,0,B,B3DB_classification:3359|B3DB_classification:4508,schembl11223104 ; schembl7766649
nonisomeric_exact_high_conf,valid,valid:116,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)/C(=N\OC)[C@H](C)[C@@H](O)[C@]1(C)O,0,True,,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)/C(=N/OC)[C@H](C)[C@@H](O)[C@]1(C)O,0,B,B3DB_classification:1680|B3DB_classification:3125|B3DB_classification:4366,lexithromycin ; nan ; 53066-26-5
nonisomeric_exact_high_conf,valid,valid:133,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,1,True,,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,1,B,B3DB_classification:2759,acetorphan (racecadotril and ecadotril)
nonisomeric_exact_high_conf,valid,valid:172,CC(Oc1cccc2ccccc12)/C(N)=N/O,1,True,,CC(Oc1cccc2ccccc12)C(N)=NO,1,B,B3DB_classification:1319|B3DB_classification:3552,schembl11806329 ; zinc6019931
nonisomeric_exact_high_conf,valid,valid:194,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,True,,CC12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)CC2(C)[C@H]1CCC2(O)C(=O)CO,1,B,B3DB_classification:2909,nan
nonisomeric_exact_high_conf,test,test:5,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,1,True,,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O,0,B,B3DB_classification:3637|B3DB_classification:4602,nan ; ampicillin
nonisomeric_exact_high_conf,test,test:8,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,1,True,,Nc1nc(Cl)nc2c1ncn2[C@@H]1C[C@H](O)[C@H](CO)O1,1,B,B3DB_classification:3709|B3DB_classification:4628,zinc3830565 ; piroxicam
nonisomeric_exact_high_conf,test,test:9,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1,True,,Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O,1,B,B3DB_classification:3713,l-adenosine
nonisomeric_exact_high_conf,test,test:175,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0,True,,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1,B,B3DB_classification:3640,(s)-miconazole
nonisomeric_exact_high_conf,test,test:176,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1,True,,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1,B,B3DB_classification:3640,(s)-miconazole
nonisomeric_exact_high_conf,test,test:179,C[C@@H]1O[C@@H]1P(=O)(O)O,1,True,,C[C@@H]1O[C@H]1P(=O)(O)O,1,B,B3DB_classification:3526,chembl1616512
nonisomeric_exact_high_conf,test,test:259,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,1,True,,CN(C(=O)C(c1ccccc1)c1ccccc1)C(CN1CCC(O)C1)c1ccccc1,1,A,B3DB_classification:276|B3DB_classification:3147,schembl8717354 ; schembl7721982
nonisomeric_exact_high_conf,test,test:269,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1,True,,C=CCN1CCC23c4c5ccc(O)c4O[C@@H]2C(=O)CCC3(O)C1C5,1,B,B3DB_classification:2669|B3DB_classification:4121,"(7as)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one ; (4r,4as,7ar,12bs)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinoline-7-one"
nonisomeric_exact_high_conf,test,test:284,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1,True,,CN(C)c1ccc(O)c2c1C[C@@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,1,B,B3DB_classification:3201,nan
nonisomeric_exact_high_conf,test,test:299,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,0,True,,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,0,B,B3DB_classification:1944|B3DB_classification:3307|B3DB_classification:3323|B3DB_classification:4538,"(6r)-7-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(z)-2-(4-methyl-1,3-thiazol-5-yl)ethenyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid ; nan ; nan ; cefditoren"
nonisomeric_exact_high_conf,test,test:319,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0,True,,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0,B,B3DB_classification:1954|B3DB_classification:3314|B3DB_classification:3331|B3DB_classification:4547,"cefmenoxime ; (6s)-7-[[(2e)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid ; schembl8768620 ; cefmenoxime"
nonisomeric_salt_high_conf,test,test:350,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,1,False,no_unique_high_conf_b3db_match,,,,,
nonisomeric_salt_high_conf,test,test:351,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,0,False,no_unique_high_conf_b3db_match,,,,,
nonisomeric_exact_high_conf,test,test:376,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1,True,,Nc1ccn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1,B,B3DB_classification:3706|B3DB_classification:4626,.beta.-l-xylo-c ; cytarabin
